title,imdb_score,predicted_score
Harith Iskander: I Told You So,4.6,5.858245560287133
Zoé: Panoramas,6.8,6.900755134589151
La Leyenda del Diamante,3.3,4.764703366492213
Santo cachón,4.7,6.020947219690367
Bahasha,7.0,6.2944300107238345
Enissa Amani: Ehrenwort,5.5,5.749873082200635
Puriyaatha Puthir,6.5,6.1856303637696275
Simplemente Manu NNa,5.4,5.9226586055778885
Babamın Ceketi,4.9,6.0417930793416605
Silence Is Welcome,5.1,6.32840504094299
Grillo vs Grillo,5.3,6.012391503308548
Neevevaro,6.9,5.7087108440969
Sebastián Marcelo Wainraich,6.4,5.780129167574769
Baby Mamas,6.6,6.325398093881836
Fan of Amoory,6.0,6.3618626523482185
Satria Heroes: Revenge of the Darkness,4.4,5.878552913933187
Hajwala 2: Mysterious Mission,3.9,6.022871106715201
Rise: Ini Kalilah,5.1,6.392211873289894
Echcharikkai,6.3,5.980833721393967
Verses of Love 2,5.5,6.23854580741167
Kavin Jay : Everybody Calm Down!,5.9,6.733927518433566
Unexpectedly Yours,6.7,5.887020485352122
Lilli,5.7,5.804887292792769
Match,4.1,5.778604088426602
Komola Rocket,7.4,6.355016476172926
D.L. Hughley: Contrarian,6.5,5.840147004811601
Panoptic,6.3,6.93046278498241
Joe Mande's Award-Winning Comedy Special,6.1,6.821829310790586
Deliha 2,4.7,6.116532987941461
Fabrizio Copano: solo pienso en mí,5.0,5.843752910395886
Jen Kirkman: Just Keep Livin'?,6.8,5.910250102552061
Wedy Atkalam,5.7,6.188401992208423
Si Doel the Movie,6.8,5.64296576413801
The Gentlemen,7.8,6.687952977976867
A Call to Spy,6.6,6.956152886534225
The Rental,5.7,5.53509094461017
I'm Thinking of Ending Things,6.6,6.3889645282943555
The Irishman,7.8,8.056057006656335
Extraction,6.7,6.239822344726332
My Octopus Teacher,8.1,6.78680046930836
Synchronic,6.2,5.693650635282686
"Yes, God, Yes",6.1,6.04977701204067
The Platform,7.0,5.6319034539189445
Enola Holmes,6.6,6.452650930569859
The Old Guard,6.6,5.970411344669803
His House,6.5,5.506228981179274
Marriage Story,7.9,6.993449912350134
Scary Stories to Tell in the Dark,6.2,5.76212258140703
The Devil All the Time,7.1,6.061055262333994
Lunana: A Yak in the Classroom,7.4,6.164745368110264
Fantastic Fungi,7.4,6.958277747181414
The King,7.2,7.189989043981187
Rambo: Last Blood,6.1,6.062757505208795
1BR,5.8,5.653817135973494
Trading Paint,4.4,5.824100042049948
Sweetheart,5.8,5.514877477948433
Summerland,7.0,5.995077622631617
Official Secrets,7.3,6.607540920106817
Pieces of a Woman,7.0,6.472083528999527
Freaks,6.7,6.1301721860021905
21 Bridges,6.6,6.1045100984132485
6 Underground,6.1,6.246927204171755
Mank,6.8,6.5257148331791175
I Care a Lot,6.3,6.344904196140079
El Camino: A Breaking Bad Movie,7.3,6.605132098604614
Always Be My Maybe,6.8,5.992293115052943
The Social Dilemma,7.6,7.279955126799834
Straight Up,6.8,5.749973576882919
The Outpost,6.8,6.632791752719811
Disappearance at Clifton Hill,5.4,5.915044051218416
Triple Frontier,6.4,6.424296343014772
Eurovision Song Contest: The Story of Fire Saga,6.5,6.240268146159888
The Wandering Earth,5.9,5.996471010255706
The Forgotten Battle,7.1,7.715958820307722
After We Collided,5.0,5.969834950934842
In the Shadow of the Moon,6.2,5.989577137646142
Code 8,6.1,5.779247138803354
Fractured,6.4,6.0890028392369295
365 Days,3.3,5.986974971129125
I Am Mother,6.7,5.9037051607462905
Ava,5.4,5.81077334912963
The Trial of the Chicago 7,7.7,6.843560254512902
The Dirt,6.9,6.565735259655501
Can You Keep a Secret?,5.3,5.759207001459783
Murder Mystery,6.0,5.798223830287098
Da 5 Bloods,6.5,6.888509078196995
The Midnight Sky,5.6,6.0943223708628445
Wine Country,5.4,6.5020664909805
The Wrong Missy,5.7,5.5931626341285
Five Feet Apart,7.2,6.342440996642102
Brahms: The Boy II,4.7,5.499626586750869
After,5.2,6.249193348488802
Someone Great,6.1,5.821221748609148
Last Breath,7.7,6.9002301703422635
The Two Popes,7.6,7.151899841603544
Rebecca,6.0,5.897906085769703
The Wind,5.5,5.335712453251711
Bad Trip,6.5,6.791219652922096
The Half of It,6.9,5.937839614556363
Dolemite Is My Name,7.2,6.987046867534287
The Prom,5.9,6.064206533858486
Ophelia,6.6,6.555567850573759
Ma Rainey's Black Bottom,6.9,6.240034083924293
The Call,7.1,5.423742524040905
Hillbilly Elegy,6.7,6.399018300265125
Paradise Hills,5.3,5.679572508853036
The Highwaymen,6.9,6.648313183482936
Fast Color,6.0,6.083037201567149
Occupation: Rainfall,5.2,5.690766906700828
"Extremely Wicked, Shockingly Evil and Vile",6.7,6.517376431174465
We Summon the Darkness,5.2,5.179984922760265
The Paper Tigers,6.3,5.737492518789255
Between Two Ferns: The Movie,6.1,6.0380604064608105
The Game Changers,7.8,7.012664843599705
Dick Johnson Is Dead,7.4,7.059698707635376
Velvet Buzzsaw,5.7,5.720960787798092
The Old Ways,5.4,5.484273700379336
The Art of Incarceration,8.6,6.999018807214913
The Laundromat,6.3,6.794352710199204
Pokémon the Movie: Secrets of the Jungle,6.4,5.936201832896531
Project Power,6.0,5.529468525208906
In the Tall Grass,5.4,5.6477334889853035
#Alive,6.3,5.271871078016038
Tread,7.1,6.7261593574313565
Paddleton,7.1,6.397433844599742
Lost Girls,6.1,5.989283490046386
Fyre,7.2,7.14110224733637
The Wolf's Call,6.9,6.010445781335497
Pokemon the Movie: Mewtwo Strikes Back - Evolution,5.7,6.339051246691426
The Red Sea Diving Resort,6.6,6.774519732394491
Thackeray,5.3,6.702647804884855
Charlie Says,5.9,7.41688884629303
Crip Camp: A Disability Revolution,7.7,7.224583189801389
Polar,6.3,6.216561691419813
The Silence,5.3,5.588105490469968
Spenser Confidential,6.2,5.9464392406203705
Ip Man 4: The Finale,7.0,6.469141541932136
David Attenborough: A Life on Our Planet,8.9,6.655003071555464
Doom: Annihilation,3.7,5.074754712095981
I Lost My Body,7.5,6.759486599645964
Cut Throat City,4.8,5.8505925713995115
High Flying Bird,6.2,6.357883588277762
The Water Man,5.4,5.222706845333819
The Lost Husband,6.1,5.946022215128344
IO,4.7,5.992554021006434
Rocks,7.4,6.36044153879537
Over the Moon,6.3,5.793226451901256
Kiss the Ground,8.2,6.715014784368601
This Changes Everything,7.6,6.999135272409057
Eli,5.8,5.858492652605357
The Boy Who Harnessed the Wind,7.6,6.867707991411422
Jiu Jitsu,2.9,5.247234464503764
American Murder: The Family Next Door,7.2,6.60556034887582
Atlantics,6.7,6.214401780518683
Rim of the World,5.2,5.626909685781381
The Vanished,5.7,5.567654802062327
2 Hearts,6.2,5.8922452304216595
Avengement,6.5,5.623321031680039
A Shaun the Sheep Movie: Farmageddon,6.8,6.402965653936892
The Edge of All We Know,6.6,6.812568319479148
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.6,7.626828026657171
American Factory,7.4,7.176156465134937
Wasp Network,5.9,6.180773950005627
Klaus,8.1,6.747263104541847
We Can Be Heroes,4.7,5.494378959312905
All the Bright Places,6.5,5.918859489732078
The Last Blockbuster,6.7,6.737189649286995
The Great Hack,7.1,7.501357764043178
Night in Paradise,6.7,5.826783189417383
The Disciple,7.1,6.295040104615822
The Boys in the Band,6.8,6.370046071010545
Miss Americana,7.4,6.760054332096182
The Forty-Year-Old Version,7.2,6.286777090343719
Audrey,7.1,7.030469890682154
Calm with Horses,6.8,6.127581907909732
Skylines,4.7,5.564441010586059
Girl on the Third Floor,4.7,5.719739970848866
Vita & Virginia,5.7,6.05248650375116
Captain Underpants: Epic Choice-o-rama,6.4,5.487880250691788
The Perfect Date,5.8,5.896820201909293
Love Wedding Repeat,5.5,5.541904085049183
Disclosure,8.2,6.863260086721477
Framing John DeLorean,6.5,7.399345173265325
The Decline,6.0,5.334779452734965
Patsy & Loretta,6.8,6.302487155158499
What Lies Below,4.3,4.939320497564365
The Sleepover,5.6,5.308420612045877
Magamuni,7.8,6.656709444472838
Bill Burr: Paper Tiger,8.1,5.92240764614239
Sergio,6.2,7.219896398051221
The Lift Boy,7.1,6.419603667713165
Made You Look: A True Story About Fake Art,7.0,6.7935056082907135
The Swarm,5.3,5.653956396673707
A Whisker Away,6.7,6.321230846009845
Fatima,6.5,6.484206917257424
Dave Chappelle: Sticks & Stones,8.4,6.006210348223077
Tell Me Who I Am,7.6,7.043238544718053
Concrete Cowboy,6.3,6.190481306237519
"Live Twice, Love Once",7.2,6.327210718670749
Uncorked,6.4,6.141957889421248
Poms,6.0,6.409681346357698
Barbie: Princess Adventure,5.5,6.223465528023024
Nobody Sleeps in the Woods Tonight,4.9,5.115953258281452
The Reason I Jump,7.5,6.949017222407988
Violet Evergarden: The Movie,8.3,6.837509412906694
Jo Koy: Comin’ In Hot,7.3,5.8552887772936
The Operative,5.7,6.057342958903046
See You Yesterday,5.2,5.649486219340211
The Willoughbys,6.3,6.542978252117302
Close,5.7,5.999226213450491
The Silence of Others,8.0,7.230592630413688
Cuties,3.4,6.131313481528114
An Easy Girl,5.6,6.210197889874094
Nate Bargatze: The Tennessee Kid,7.6,5.8542970097770795
The Babysitter: Killer Queen,5.8,5.546232845199594
Tall Girl,5.2,5.719767051935222
Cadaver,5.1,5.382841998083848
Let It Snow,5.8,5.85113093249546
Holidate,6.1,5.672461154734153
Sightless,5.5,5.846830669573308
The Last Thing He Wanted,4.3,6.099877607873615
ZZ Top: That Little Ol' Band from Texas,7.5,6.993434115701323
Super Deluxe,8.4,6.451608285457822
System Crasher,7.8,6.4868781806528615
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,6.9,5.2649239266905115
Jenny Slate: Stage Fright,5.8,6.8689466954317435
Lying and Stealing,5.4,6.451165864105012
I'm No Longer Here,7.3,6.488292523681574
Children of the Sea,6.5,6.221900141829414
9to5: The Story of A Movement,7.4,7.0249430298345885
To All the Boys: P.S. I Still Love You,6.0,5.939046617382678
Hubie Halloween,5.2,5.377682718746593
Vampires vs. the Bronx,5.6,5.412780728647081
The Coldest Game,6.2,6.17639283492135
Anthony Jeselnik: Fire in the Maternity Ward,7.2,5.883818143873288
The Stand In,4.7,6.141748517248569
Earthquake Bird,5.9,5.993845545523655
Falling Inn Love,5.6,5.807842946795544
The Wedding Guest,5.8,5.949652983318916
Miles Davis: Birth of the Cool,7.4,7.153416077029412
Altered Carbon: Resleeved,6.5,6.115402031488624
Have a Good Trip: Adventures in Psychedelics,6.8,6.6960841369702635
Invader ZIM: Enter the Florpus,7.4,5.578443526209161
Forensic,6.8,5.968093974625892
The Fable,6.5,5.997440106746537
How High 2,3.0,5.997060791564685
Violet Evergarden: Eternity and the Auto Memories Doll,7.4,6.877737476128237
The Stronghold,6.9,5.375861326883765
Coded Bias,6.7,6.701682324550639
The Kindness of Strangers,6.4,6.369639231441792
I Am Woman,6.5,6.133937136883562
Bigfoot Family,5.8,6.382311705244354
Death of Me,4.4,5.241756216140822
Lost Bullet,6.3,5.357365638030941
Screwball,7.1,7.4119787263177255
Tigertail,6.6,6.014759421618177
A Fall from Grace,5.8,6.09025756497814
Ghosts of War,5.5,5.502250532330868
Under the Eiffel Tower,5.4,5.684761549299806
Friendsgiving,4.4,6.143388578814248
Jerry Seinfeld: 23 Hours to Kill,6.7,5.589318173927016
Michelle Wolf: Joke Show,7.2,5.847186768900959
Death to 2020,6.8,5.699691281131635
Lingua Franca,6.5,6.080383950354646
Surviving R. Kelly: The Impact,6.1,7.22013684033846
Article 15,8.2,6.463345200530647
The Life Ahead,6.8,6.133249963734968
Desperados,5.2,5.553193250729486
Dave Chappelle: The Kennedy Center Mark Twain Prize,7.4,5.753969522186424
Becoming,6.8,6.687762477220124
Sebastian Maniscalco: Stay Hungry,7.0,5.887324827672522
Captain Underpants: Mega Blissmas,5.2,6.026234801027334
Miracle in Cell No. 7,8.2,6.708365623841367
The Occupant,6.4,5.509971210400796
Gabriel Iglesias: One Show Fits All,7.2,6.983322926637008
Nikki Glaser: Bangin',6.1,5.872084449758161
The Sky Is Pink,7.5,6.074924080164644
Money Heist: The Phenomenon,7.4,6.530294544579714
Freaks – You're One of Us,5.4,5.459087405953874
Time to Hunt,6.3,5.692051246816237
Almost Love,5.7,5.994270199936873
We Die Young,5.2,5.864821031172283
Jo Koy: In His Elements,5.4,5.546898789187157
The Last Days of American Crime,3.7,5.7950644875058375
Taylor Tomlinson: Quarter-Life Crisis,7.4,5.591277471872763
Human Nature,7.7,6.8621009319771575
Benchwarmers 2: Breaking Balls,4.1,6.121613702794645
Holiday in the Wild,6.1,5.973892272917184
Jingle Jangle: A Christmas Journey,6.4,5.671474032991086
Circus of Books,7.1,7.327376330118158
Dangerous Lies,5.3,5.413285526002797
The Endless Trench,7.2,6.6743389791072465
Brené Brown: The Call to Courage,7.7,7.143299921989888
Your Name Engraved Herein,7.2,5.936826886956383
Dance of the Forty One,6.8,6.429039600194374
Me Against You: Mr. S's Vendetta,1.6,5.2340432897767135
Inside Man: Most Wanted,5.6,5.774139695712915
Tom Segura: Ball Hog,7.3,5.652909307615018
Secret Obsession,4.4,6.217747641692153
Iron Fists and Kung Fu Kicks,6.6,7.419026120520114
American Son,5.8,6.355333784095577
"Bikram: Yogi, Guru, Predator",6.7,7.010754623126962
Bethany Hamilton: Unstoppable,7.4,6.9908180455743825
Coffee & Kareem,5.1,5.518550156978074
Walk. Ride. Rodeo.,6.4,6.402884167529528
Brother,6.7,6.283678178513737
Silver Skates,7.1,5.72872675846728
Thomas & Friends: Marvelous Machinery,6.1,5.873495268275086
Debt Collectors,5.8,5.63728758321088
The Body Remembers When the World Broke Open,6.9,6.331167018712483
Badla,7.8,6.4485226507374405
The Show Must Go On: The Queen + Adam Lambert Story,7.8,6.926599069452426
Mike Birbiglia: The New One,7.7,6.022293628700926
Game Over,7.0,5.5827385573813935
The Forest of Love,6.3,6.09592552405176
Elisa & Marcela,6.6,6.131069534343899
The Hard Way,4.8,5.842585265150055
The Edge of Democracy,7.3,7.521430233914355
The Crimes That Bind,6.7,5.9222996178157565
"Love, Guaranteed",5.6,5.465221075403955
The Kissing Booth 2,5.7,5.795572176341872
Undercover Brother 2,3.4,5.780768583395378
Dear Mother,5.8,6.07601472924146
The F**k-It List,5.1,5.9384854043724085
LEGO Marvel Spider-Man: Vexed by Venom,5.6,5.829329412959034
Ni de coña,2.8,5.69504269241315
Homecoming: A Film by Beyoncé,7.5,7.386889734305283
NiNoKuni,6.1,6.166215174086483
Hard Kill,3.3,5.4761691674355175
World Famous Lover,5.0,6.158379439589227
The 2nd,3.8,5.797758926745028
Nobody Knows I'm Here,6.5,6.038154744074959
John Mulaney & The Sack Lunch Bunch,7.4,5.56049971257994
Pets United,3.7,6.841422562133611
Aziz Ansari: Right Now,7.5,5.901012043016802
Seized,5.3,5.313341305154961
Dolly Parton: Here I Am,7.3,6.976052096586592
Asphalt Burning,5.1,5.502614241606521
A Secret Love,7.8,6.9616026571643275
All My Friends Are Dead,5.8,5.8640899446310915
Rose Island,7.0,6.245498894047523
The Grizzlies,7.4,6.506699086257921
Kidnapping Stella,4.9,5.8713723007733805
Jim Jefferies: Intolerant,7.2,5.627012441317168
Work It,6.1,5.869356581933009
Burning Cane,5.5,6.247057576665791
A Babysitter's Guide to Monster Hunting,5.4,5.459921826891202
In Family I Trust,6.2,5.54125023371866
Roped,5.4,5.3439591713393595
A Remarkable Tale,5.3,6.200141818839253
Making The Witcher,6.8,6.448057682042562
Athlete A,7.6,6.94337465420462
Saaho,5.0,6.085724260382952
Trouble,5.8,6.249935411146296
Rocko's Modern Life: Static Cling,6.9,5.815069225980711
Holiday on Mars,2.7,5.545720795630039
So My Grandma's a Lesbian!,4.3,5.67049290600484
Go!,5.9,5.5583361771195055
ReMastered: The Two Killings of Sam Cooke,7.2,6.876208706119976
Grass Is Greener,7.1,6.997248441895777
David Foster: Off the Record,7.0,7.080315480582522
Double World,6.1,5.763720913384996
Kolaiyuthir Kaalam,2.6,5.806233721480242
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",8.6,6.4466533175019425
Only Mine,4.6,6.105152232889971
Tom Papa: You're Doing Great!,7.2,5.577403836950126
How I Became a Super Hero,5.8,5.619280548414378
Unknown Origins,6.1,5.603297019772371
Dragon Rider,5.6,5.970437116621763
Ala Vaikunthapurramuloo,7.3,6.369964901626288
"Frankenstein's Monster's Monster, Frankenstein",5.8,5.6680633558916735
Drive,3.1,6.245833778095058
Footfairy,4.9,5.737433083753315
Marc Maron: End Times Fun,6.8,6.588737074119995
Stand by Me Doraemon 2,7.5,6.2950391463169915
Otherhood,6.1,6.193376626873072
BLACKPINK: Light Up the Sky,7.3,6.725131879737068
Ammar,2.6,5.335758361149895
Sextuplets,4.4,6.104852953032263
ReMastered: Devil at the Crossroads,7.0,6.703520446492431
Justine,6.7,6.425287855014394
Eye for an Eye,6.6,5.833588788729428
Feel the Beat,6.3,5.897664667208162
"Oh, Ramona!",4.8,5.829913177621208
Furie,5.6,5.6789758212814
Rattlesnake,4.6,5.670424290006057
Rich in Love,6.0,5.506137753761977
Coven,6.4,5.44025471576336
Ready to Mingle,5.9,5.774773060809916
M8 - When Death Rescues Life,7.0,6.0788280571458735
Out of My League,6.1,5.612915859912223
Best of Stand-up 2020,5.4,5.694022597661989
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,7.3,5.838472884880152
The Paramedic,5.7,5.635241773997149
Let's Dance,5.9,6.103686680560903
A Life of Speed: The Juan Manuel Fangio Story,6.9,6.756690848960745
Kardec,6.1,6.480051549368695
4 latas,5.9,6.329563593918156
Kevin Hart: Zero F**ks Given,6.0,5.7071924157793275
Inhuman Kiss,6.4,5.7298920771393105
What We Wanted,5.9,6.069856076869034
The Legacy of the Bones,6.3,6.017625006909515
Serious Men,6.8,6.208455109000899
Sky High,5.6,5.724668438013582
Michael McIntyre: Showman,7.1,5.596027380606051
Svaha: The Sixth Finger,6.2,5.611172880866352
Legacy of Lies,5.0,5.463627283231167
Definition Please,5.5,6.021379567514607
Wanda Sykes: Not Normal,7.2,5.895990335675367
Love Aaj Kal,6.8,6.155581956176726
All Day and a Night,5.9,6.355664609178067
Wish Upon a Unicorn,5.3,5.469629832322298
The Black Godfather,7.4,7.1721100974721
Grand-Daddy Day Care,4.9,5.8435570386443265
The Last Laugh,5.6,6.114700021492227
Pete Davidson: Alive from New York,6.1,5.519601922649929
Sin City,3.1,6.188741561922333
Katherine Ryan: Glitter Room,6.7,5.894077250005614
Seventeen,7.2,6.333173101987782
Jack Whitehall: I'm Only Joking,6.6,5.5727022768113255
Bulletproof 2,3.5,5.7982603249046685
Shawn Mendes: In Wonder,6.4,6.672428341265646
Alice Júnior,6.8,6.860000346444907
School Life,6.5,6.391318833685803
El Pepe: A Supreme Life,7.1,6.918232242880315
Hikaru Utada Laughter in the Dark Tour 2018,8.2,7.307726058241658
Raat Akeli Hai,7.3,6.284080022106486
Patria,7.2,7.528067496048326
The Ruthless,6.2,6.3834643271596905
Lady Driver,5.7,6.084129675813386
Under the Riccione Sun,5.5,5.782344214081511
Good Sam,5.7,5.919144059522717
Funny Boy,6.4,6.19993715367886
Kevin Hart: Irresponsible,6.5,5.85828138544054
Airplane Mode,5.1,5.746718668779314
Paradise Beach,4.6,5.789909855013854
Petta,7.3,6.632564390997448
LA Originals,7.2,6.761145387878294
A California Christmas,5.8,5.904932100165601
Secrets of the Saqqara Tomb,7.2,7.195853714079947
Alien Warfare,2.6,5.389276592063111
Funan,6.8,7.532584820389877
The Knight Before Christmas,5.5,6.034064021458638
Black Beach,5.6,5.739924636722083
Hospital,3.1,5.140162527499205
Ella Fitzgerald: Just One of Those Things,6.9,6.986334202762462
Enter the Anime,2.6,6.805972805883641
Offering to the Storm,6.2,5.866973588211291
Our Planet: Behind the Scenes,8.3,6.8438606985873705
The Binding,4.8,5.439569349629683
Back of the Net,5.1,5.989426766556479
Knock Down the House,7.2,6.920018322955444
Romeo Akbar Walter,6.6,6.171837780966253
Seven,7.3,6.491336634386889
Parchís: the Documentary,6.8,7.156432009297628
Memories of a Teenager,6.5,6.336756441167822
Notes for My Son,6.4,6.0190650012328515
Rising Phoenix,8.1,6.924221291209876
Made in China,6.2,5.880794125403504
Operation Christmas Drop,5.8,5.210103125716757
Eeb Allay Ooo!,7.2,6.082280745557121
The Influence,4.6,6.563991200706988
Brave Blue World,6.7,6.745558104591708
DNA,5.9,6.343153602686679
Rising High,5.9,6.069788908872817
Spelling the Dream,6.9,6.657291177609279
Rogue Warfare: Death of a Nation,3.3,5.870475621395821
Monster Run,5.2,5.425545372622512
Youth v Gov,6.7,6.820466598347134
Really Love,6.1,5.772028184844717
Rhys Nicholson: Live at the Athenaeum,7.5,5.615732206317348
Dragons: Rescue Riders: Secrets of the Songwing,5.0,5.734265362498803
Wira,6.3,6.187016457138244
Malaal,5.8,6.030734411333095
Ronny Chieng: Asian Comedian Destroys America!,7.4,5.877244047656411
All Together Now,6.5,6.022237961978166
Luka Chuppi,6.3,6.24433405861466
Bheeshma,6.5,5.58149090561848
Calum von Moger: Unbroken,6.2,6.91215142062599
Octonauts and the Caves of Sac Actun,6.2,6.1769732308114405
18 Presents,6.9,6.121139693883534
Panipat,5.2,6.786314827234196
Three Thieves,8.2,6.160432398322967
Cinderela Pop,4.5,5.345624495815216
Isi & Ossi,6.4,5.5509730118461915
The Millions,5.4,5.9580652313987095
Maria,5.0,5.813164141966475
Residue,6.5,6.063936275154638
Beats,6.3,6.4750758377759725
Eric Andre: Legalize Everything,6.1,5.574853700130589
Wheels of Fortune,5.3,5.960403769880017
Christmas Crossfire,4.8,5.669177941848258
The Scary House,5.4,5.062312808527337
Xico's Journey,5.1,6.299767197950711
"Hello, Privilege. It's Me, Chelsea",4.5,6.843912192468997
"Berlin, Berlin",3.8,5.620648836149696
The Main Event,4.8,5.30295298991715
Kannum Kannum Kollaiyadithaal,7.7,5.973589594982059
"ariana grande: excuse me, i love you",6.3,6.758584484626132
Bobbleheads: The Movie,2.3,6.182256269740875
The Christmas Chronicles: Part Two,6.0,5.620994563864659
Octonauts and the Great Barrier Reef,6.5,5.739557126381473
Malibu Rescue,4.9,5.342859598850082
It Takes a Lunatic,6.6,7.470489651584018
Bert Kreischer: Hey Big Boy,7.0,5.59847843690801
Midnight at the Magnolia,5.8,5.435514822296841
Girls with Balls,3.9,5.410082994946929
A Kid from Coney Island,7.0,7.014117828384071
Soni,7.1,6.383426265255376
Malang,6.5,5.557280160764005
Mrs. Serial Killer,4.2,6.00239182016258
Tragic Jungle,5.6,5.874589834959148
Rubaru Roshni,8.6,7.136777445336218
The Man Without Gravity,5.8,6.435339675159699
Shine Your Eyes,6.5,5.926602513995891
The Little Switzerland,4.8,6.027523676094802
Mucho Mucho Amor: The Legend of Walter Mercado,7.2,6.766730272936579
Menendez: The Day of the Lord,4.9,5.432656194038185
Single Slipper Size - 7,8.4,6.321769764988073
Happy Old Year,7.2,6.165909246408993
37 Seconds,7.4,6.49248439917572
Keeping the Bees,5.8,6.326738293471996
Psycho,6.2,6.152648625981068
Simon Amstell: Set Free,6.5,5.7940601712522515
The Most Dangerous Man in Europe,6.8,7.085198132637947
Dragon Quest: Your Story,6.5,6.3250603558139264
Jack Whitehall: Christmas with my Father,6.0,6.811286263687714
Full Out 2: You Got This!,4.6,5.459972419975211
Tune in for Love,7.1,6.173210273308162
#AnneFrank. Parallel Stories,6.5,7.490139293032192
Who Would You Take to a Deserted Island?,5.3,6.238935584836607
Sarah Cooper: Everything's Fine,5.5,5.511530391410285
Paris Is Us,4.6,6.231613247786926
The Path of the Anaconda,6.7,6.830024153274821
A Christmas Prince: The Royal Baby,5.4,5.42394802265451
All the Freckles in the World,5.2,5.700735452609475
Oprah Winfrey Presents: When They See Us Now,7.7,6.820255600227355
Out of the Clear Blue Sky,6.5,6.089698921789484
Quiet,6.4,6.129697233535559
Fortune Feimster: Sweet & Salty,6.8,5.847989525104085
Gather,7.8,6.624532508145805
Bombay Rose,6.2,6.934354558764991
Jo Pil-ho: The Dawning Rage,6.3,6.101934287261671
ReMastered: The Miami Showband Massacre,7.0,6.85457884283441
Amy Schumer: Growing,5.4,5.870736689671573
Motichoor Chaknachoor,5.8,6.111971432201288
Chris D'Elia: No Pain,5.9,5.551549907722654
A New York Christmas Wedding,5.3,5.718017570852314
Classmates Minus,7.1,6.318363324773994
Little Big Women,7.2,6.295166487807137
Indoo Ki Jawani,3.0,6.214335853665946
Franco Escamilla: bienvenido al mundo,7.0,5.812738146226412
Class of '83,5.8,5.6409039417520095
Jungle Beat: The Movie,5.4,6.074096060281162
Villain,5.9,5.66678004662098
Bigflo & Oli: Hip Hop Frenzy,6.7,6.773183805988407
Shanghai Fortress,4.3,5.941209916386251
Kabir Singh,7.0,6.349013548248884
Seth Meyers: Lobby Baby,7.4,5.861684672974364
Firebrand,5.1,6.515406964693753
Deadly Switch,4.5,5.829179753930999
Whitney Cummings: Can I Touch It?,6.5,5.835800690971703
Jeff Dunham: Beside Himself,6.9,5.80620947270469
Uma Maheswara Ugra Roopasya,7.7,6.34617560522325
Gunjan Saxena: The Kargil Girl,5.6,6.240291125597975
The Beast,5.2,5.592082574269262
Kitty Love: An Homage to Cats,5.1,6.471059972674231
Nate: A One Man Show,6.6,5.573221449303824
Cargo,5.6,6.3329918223951545
The Yin-Yang Master: Dream of Eternity,6.4,5.977416703883
Hazel Brugger: Tropical,6.2,5.576071871171861
Uyare,8.0,6.582441353787493
Choked: Paisa Bolta Hai,5.7,6.014622817050255
Òlòtūré,5.5,6.402133001103476
Travis Scott: Look Mom I Can Fly,6.3,6.960716765185793
Tell Me When,5.7,6.398085564818415
Bridezilla,6.1,5.991568585492122
Emicida: AmarElo - It's All for Yesterday,8.5,6.705760347503999
Shawn Mendes: Live in Concert,7.1,6.623972874108361
The (Silent) War,5.5,6.21815395195073
I Am Vengeance: Retaliation,3.4,5.607947025275573
Afonso Padilha: Classless,6.8,5.601282831265483
Fierce,5.5,5.93524744638543
The Lost Okoroshi,5.8,5.8149179043482535
Lift Like a Girl,7.8,6.745468173698542
The Trap,4.3,6.05325862680511
Road to Roma,7.7,6.633227479994624
Larry the Cable Guy: Remain Seated,6.6,5.663738844648633
Asphalt Goddess,4.9,6.2960897185421345
The Crystal Calls - Making The Dark Crystal: Age of Resistance,7.6,6.964359626031342
The Spooky Tale of Captain Underpants Hack-a-Ween,5.9,5.999409224626605
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,7.1,6.5824487169704025
Cemara's Family,7.7,6.181305448198764
Ek Ladki Ko Dekha Toh Aisa Laga,5.6,6.188502663616843
The Larva Island Movie,5.1,6.288308777410754
Ultras,6.2,6.205854214269898
"Ken Jeong: You Complete Me, Ho",5.7,5.868818251663035
The Stand at Paxton County,6.3,5.993625303287414
A Second Chance: Rivals!,4.6,5.961427527333658
Murder to Mercy - The Cyntoia Brown Story,6.3,6.7871102568754065
Alex Fernández: The Best Comedian in the World,6.1,5.518704955616268
Angela's Christmas Wish,7.1,6.292150513320761
Strain,5.6,6.168201765277026
"¡Ay, mi madre!",3.9,5.916333609009658
Ramprasad Ki Tehrvi,7.5,6.10198459929327
Bulbbul,6.5,5.689009175968252
Thiago Ventura: POKAS,6.4,5.727577469323166
Red Snow,4.5,6.3612186758069615
Dolly Parton's Christmas on the Square,5.2,5.428041686042849
You've Got This,5.8,5.5817407644632695
"Rob Schneider: Asian Momma, Mexican Kids",5.5,5.450979303641144
Los Tigres del Norte at Folsom Prison,7.0,6.798921238770708
Despite Everything,5.3,5.8548876270016486
Tiffany Haddish: Black Mitzvah,6.3,5.819182881274247
Into the Beat,5.3,5.713097629634356
What the F* Is Going On?,7.4,6.986212584168916
Cuddle Weather,6.0,6.000256995381885
