title,imdb_score,predicted_score
Mike Birbiglia: My Girlfriend's Boyfriend,8.0,6.545874914397164
Effie Gray,6.0,6.193027006653541
Elena,7.6,6.90804757037603
The Haunting in Connecticut 2: Ghosts of Georgia,5.2,5.837800105406722
The Nut Job,5.7,6.512507413651893
Haider,8.1,6.445450355747159
Omar,7.5,6.078191488902551
Tom Segura: Completely Normal,7.7,6.889539996998982
We Steal Secrets: The Story of WikiLeaks,6.9,7.3031767706867035
Search Party,5.6,6.163645990884535
Stand by Me Doraemon,7.3,6.56517663891206
Berserk: The Golden Age Arc III - The Advent,7.8,6.307665936441949
The Square,8.1,7.521746356667655
2 States,6.9,6.347891772567768
The Short Game,7.3,7.000167296039484
Highway,7.6,6.4318302929998135
Jinxed,6.3,5.52747095785908
Dabbe: The Possession,6.8,5.831408920273656
Ralphie May: Imperfectly Yours,5.4,6.85805508446951
Mary Kom,6.8,6.67813703572391
"The Other One: The Long, Strange Trip of Bob Weir",7.3,6.903172493511333
Fukrey,6.9,6.384624005650038
Free Birds,5.8,6.3521380128121905
Race 2,5.3,5.970867234161749
Birth Reborn,7.8,6.940564793309121
The Berlin File,6.6,5.803816554541405
Monty Python: The Meaning of Live,7.6,7.015155459690726
Imperial Dreams,6.7,6.320121262349287
Monty Python: Live (Mostly),7.6,7.33555993112508
LEGO DC Comics Super Heroes: Batman Be-Leaguered,6.5,5.641624172157262
Hasee Toh Phasee,6.8,6.146776499974811
The Boss: Anatomy of a Crime,7.3,6.307931919296942
Once Upon a Time in Mumbai Dobaara!,4.4,6.223849834199061
Jim Jefferies: Bare,8.0,6.0051090165653465
Pizza,6.2,5.426229699218489
Boss,5.1,6.492661069906798
Madras Cafe,7.6,6.246598053270106
Ankhon Dekhi,8.0,6.414818769577513
Kai Po Che!,7.7,6.654541117202821
Anjaan,5.3,6.129323934968099
ABCD,6.3,6.705031475916519
Blind Detective,6.4,6.084027455007234
Satyagraha,5.9,7.565254637011562
Buddies,6.5,6.8473613635099095
Khoobsurat,6.4,5.934203224494309
The Perfect Dictatorship,7.2,6.5912936368258865
Bride for Rent,6.4,5.752381609484608
Selfie,6.0,7.388840775947983
Chashme Baddoor,5.4,6.391124074387125
Bombay Talkies,6.6,6.346390332458144
Humpty Sharma Ki Dulhania,6.0,6.20600777057655
Ragini MMS 2,3.9,5.924510116044364
Mission Blue,7.9,7.232968133118357
Chennai Express,6.0,6.2016672955767405
Saheb Biwi Aur Gangster Returns,6.7,6.091564504046643
Raja Natwarlal,6.1,6.118701802941319
My Beautiful Broken Brain,7.0,6.933513181923631
Jim Gaffigan: Obsessed,7.6,6.798322829400211
Jeff Dunham: All Over the Map,7.1,5.726590356871552
Eyes of a Thief,6.6,6.405100094804538
Miss Granny,7.2,6.222128398753735
Aziz Ansari: Buried Alive,7.2,6.897842416390441
Print the Legend,7.0,7.625895052371757
The Butterfly's Dream,7.7,6.739408921183733
Tea Time,7.6,6.8509629167239545
Mitt,6.9,6.74532608360901
Trailer Park Boys - Live in F**kin' Dublin,6.2,5.991517677266177
Ungli,5.8,6.369188410532739
When Love Happens,4.8,5.872881909298269
Marc Maron: Thinky Pain,7.3,6.022424211027519
Coming Soon,7.3,6.227942415359392
Born in Gaza,7.4,6.804868176754227
Tiger & Bunny: The Rising,6.7,6.420119654784049
My Own Man,6.4,6.873952825857827
SDU: Sex Duties Unit,5.9,5.7586794080405905
City of God: 10 Years Later,6.4,6.772965883332669
October 1,6.4,6.500100152048729
The Amazing Praybeyt Benjamin,4.0,5.810203751369323
Free to Play,7.6,6.665948537153324
Inkaar,6.1,6.129526138363236
Dabbe 5: Curse of the Jinn,5.9,5.95772570654936
Diamonds in the Sky,7.4,6.629255361990436
Chhota Bheem and the ShiNobi Secret,8.6,6.624508471271294
Bhaji in Problem,7.1,6.478028865280586
Dedh Ishqiya,7.0,6.2241815529488775
She's The One,6.3,6.1138855902724565
Wedding Association,7.0,6.243098406390232
Chelsea Handler: Uganda Be Kidding Me Live,5.8,5.926894285655304
Ghadi,7.3,6.110144971718129
Swearnet: The Movie,6.0,6.2556357283880315
E-Team,7.1,7.222457424228814
SampleThis,6.4,6.9310776660117766
El Mago Pop,6.8,6.673180893993582
Ghanchakkar,5.8,6.093859671027456
Seven Souls in the Skull Castle,7.3,6.277566417531411
Giraffada,6.3,6.178263572515943
Pagpag: Siyam na Buhay,5.4,5.724276967153078
Anaamika,5.5,6.0053759775687725
The Midas Touch,5.0,6.025614438530796
Chhota Bheem in the Incan Adventure,7.5,6.668745171032378
Mars at Sunrise,7.8,6.245948912235983
It Takes a Man and a Woman,6.7,6.1295317383594545
Gori Tere Pyaar Mein,4.9,6.364338687220142
What the Fish,5.2,6.386591794975626
A Place in the Stars,6.2,6.2322154785714705
Heritages,7.3,7.191531042002671
Trailer Park Boys: Live at the North Pole,6.7,5.993984076064628
One by Two,3.9,6.24499421643199
Romantik Komedi 2: Bekarlığa Veda,5.1,5.747573491917604
Chhota Bheem the Crown of Valhalla,7.6,6.696097421889116
The Land of Cards,5.5,6.222762895536382
Gollu Aur Pappu,3.8,6.227347540424235
Bobby Jasoos,5.5,6.027831613275469
Refugiado,6.4,6.0893117470570415
Chhota Bheem Aur Hanuman,7.3,6.706645217646329
That Thing Called Tadhana,7.4,6.104035769141312
Must Be... Love,6.4,5.821279071382073
She's Dating the Gangster,7.0,6.067317997493794
Swearnet Live,5.3,5.9529979444839745
Himmatwala,1.7,6.45350965083907
Chhota Bheem & Krishna vs Zimbara,9.1,6.737978567389124
Theeya Velai Seiyyanum Kumaru,5.3,6.190766878936385
A Fairly Odd Summer,3.8,6.405070986304046
Deliha,4.5,5.625342620699937
Chhota Bheem Neeli Pahaadi,8.7,6.711573614344479
Four Sisters and a Wedding,7.2,6.508690432850302
D.L. Hughley: Clear,6.8,5.827174468093311
Cold Harbour,5.2,5.503069569067594
Confusion Na Wa,7.0,6.36438268322466
Flower Girl,6.0,5.735577243101963
Blind Intersections,6.6,6.30266836228401
Doctor Bello,4.8,6.077252517593514
Chhota Bheem Dus pe Dus,5.1,6.729186761233952
Sigaram Thodu,6.1,5.958843605945421
Starting Over Again,8.3,7.3348591465557025
Naan Sigappu Manithan,6.5,6.289100425962361
The War Against Women,7.3,7.016489257049407
The Royal Bengal Tiger,6.8,5.943532597565833
Settai,4.5,6.104006755862603
Na Bangaaru Talli,7.2,5.992173011961772
Wyatt Cenac: Brooklyn,6.3,5.910819111843001
Mumbai Delhi Mumbai,5.7,5.749670935776314
Hunt for the Wilderpeople,7.8,6.7177056213487365
Hell or High Water,7.6,6.390603095324915
Legend,6.9,6.737244395238357
Blair Witch,5.0,5.586087335397927
War Dogs,7.1,7.218138799330177
Blackhat,5.4,6.070045516980454
The Take,6.3,5.993365720382963
Nocturnal Animals,7.5,6.914651613598019
Raw,7.0,6.078684491012556
The Hateful Eight,7.8,7.976014127549835
Pan,5.7,5.6660752832148145
The Gift,7.0,7.563062436840095
Wild Card,5.6,6.0483878339392625
"Hail, Caesar!",6.3,6.749773253247917
Crimson Peak,6.5,5.9093698725083375
Bāhubali: The Beginning,8.0,6.753840030790382
Ouija: Origin of Evil,5.3,5.786267642342414
Sinister 2,5.3,5.657320589193757
The Edge of Seventeen,7.3,6.742467095250426
London Has Fallen,5.9,6.323273228144523
A Silent Voice: The Movie,8.1,6.983848101055501
Kung Fu Panda 3,7.1,6.866624034797208
Hush,6.6,5.710386526942826
Mr. Right,6.3,5.628495579004192
The Boy,6.0,5.731914868439655
Steve Jobs,7.2,7.279051106500152
The Conjuring 2,7.3,6.542090750476235
Home,6.6,6.509818504466555
Chappie,6.8,6.415849354183168
Gantz:O,7.1,6.079740350407587
In a Valley of Violence,6.0,5.937796404934583
A Monster Calls,7.4,6.960524556116644
Christine,6.9,6.657639317405901
Loving,7.0,6.367128282137907
The Danish Girl,7.1,6.562997690812969
Under the Shadow,6.8,5.976843758937252
The DUFF,6.4,6.037329663309754
Unfriended,5.5,5.821384607689048
Closet Monster,7.0,6.369512050327886
Self/less,6.5,6.096981221473436
The Fundamentals of Caring,7.3,6.52737836597906
"Hello, My Name Is Doris",6.6,6.126514699505307
Spectral,6.3,5.730470442881244
Other People,6.8,6.333476685052028
Circle,6.0,5.477455137877338
Batman: The Killing Joke,6.4,6.759185339053633
He Never Died,6.3,5.824938859429662
American Ultra,6.1,5.839592364210637
13th,8.2,7.457362394143
Before I Wake,6.2,5.841641625732456
Blue Jay,7.2,5.9867710004225305
Advantageous,6.2,5.860650821401988
Into the Inferno,7.2,7.144238867735332
Collateral Beauty,6.7,6.3303945746627885
Beasts of No Nation,7.7,7.077288995077486
ARQ,6.3,5.516338115482144
The Forest,4.8,5.6693751780863115
"What Happened, Miss Simone?",7.6,7.084378965018038
The Bye Bye Man,4.3,5.823379935111466
Ip Man 3,7.0,6.655445059982201
The Space Between Us,6.4,5.881880676803353
Demonic,5.3,5.475368629944731
Winter on Fire: Ukraine's Fight for Freedom,8.3,7.0989905758381004
Mascots,5.8,6.0645568862499974
The Siege of Jadotville,7.2,6.504095333607578
Visaranai,8.5,6.251043903398648
By the Sea,5.3,6.2247821905190355
Team Foxcatcher,7.3,7.3308451803717825
The Ridiculous 6,4.8,6.05262159848601
Bo Burnham: Make Happy,8.4,6.769057359076809
The Do-Over,5.7,6.071746733702356
Suffragette,6.9,6.9096135971532435
Headshot,6.3,6.046978386581593
Jem and the Holograms,4.1,5.593418465817527
Sleight,5.9,5.695253722502414
Hot Girls Wanted,6.1,7.010532674371527
The Distinguished Citizen,7.5,6.41037046768152
"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,6.290628838385329
Mindhorn,6.3,5.897897512815904
I Am the Pretty Thing That Lives in the House,4.6,5.712922675228
Pee-wee's Big Holiday,6.1,5.442870115512502
You're My Boss,6.3,5.883978460456722
White Girl,5.7,5.909483586799067
Frank & Lola,5.9,5.7893496108090305
Barry,5.9,6.453332091591704
David Brent: Life on the Road,6.3,5.826091682735732
Güeros,7.4,6.411052991038265
Front Cover,6.4,5.935014828414781
Rocco,5.7,7.001452932597215
Ratchet & Clank,5.5,6.088316720879579
The Darkness,4.5,5.555758308055033
Marco Polo: One Hundred Eyes,7.8,5.971795623196704
Tramps,6.5,6.539022188525184
LEGO Marvel Super Heroes: Avengers Reassembled!,6.1,5.641487393064095
Marauders,5.5,5.823241987330246
Special Correspondents,5.8,6.23465299526338
Baaghi,5.3,5.558513386243161
Tallulah,6.7,6.153930917017578
Bert Kreischer: The Machine,7.6,5.916573204700513
Amanda Knox,6.9,7.007498153311096
Results,5.4,5.903602453832237
Sebastian Maniscalco: Why Would You Do That?,7.4,5.880725665826759
The Young Messiah,5.6,6.914025303775958
Term Life,5.5,5.91529793755879
For the Love of Spock,7.6,7.113467766318958
John Mulaney: The Comeback Kid,7.9,6.7432132032453636
Incarnate,5.2,5.054149089984015
Message from the King,6.4,5.960303993669512
The Warriors Gate,5.4,5.602875460929793
Tig,7.4,7.008406188031145
Drishyam,8.2,6.852145392360316
Taxi Driver,6.0,6.365318362339759
The Dreamseller,6.0,6.367083696896836
Lavender,5.3,6.151472228047555
Ali Wong: Baby Cobra,7.5,5.858266855599444
Hyena Road,6.5,6.349342687591923
Septembers of Shiraz,7.9,6.220735238543084
A Very Murray Christmas,5.5,5.808045861849066
Divines,7.4,6.369285769170803
Audrie & Daisy,7.2,7.038965134394718
Always Be My Maybe,6.6,5.870173051970077
Pandora,6.6,6.233346805762419
Keith Richards: Under the Influence,7.1,6.867658328110899
"Surviving Compton: Dre, Suge and Michel'le",6.5,7.149995313326594
Colin Quinn: The New York Story,6.9,5.868479317868517
Hawaizaada,5.5,7.030555695186033
Riot,5.1,5.708723145225998
Kevin Hart: What Now?,5.9,7.058465477381462
Legends of the Hidden Temple,5.6,5.298085070670883
Veteran,7.0,5.757109834468261
Opening Night,6.0,5.825733879523122
Raman Raghav 2.0,7.4,6.448676232390499
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,6.3,5.8221160045388
6 Years,5.6,5.986227061098852
Shaun the Sheep: The Farmer's Llamas,6.8,6.144710289837244
Un + une,6.2,6.073673459901491
Ok Kanmani,7.4,6.2734818767022595
True Memoirs of an International Assassin,5.9,5.94988211115691
High & Low The Movie,6.4,6.033566985909589
Strange Weather,6.0,6.440194148964329
The Lighthouse of the Orcas,6.7,6.070624540664396
Servant Of The People 2,6.2,5.775132036807501
Heneral Luna,7.3,6.804219109008701
Ordinary World,5.5,5.929336749371464
Mohenjo Daro,5.6,6.486034862004807
Dil Dhadakne Do,7.0,6.322115632401954
Toro,5.9,5.821424879294466
Riphagen the Untouchable,7.1,6.5316655579256535
Gabbar Is Back,7.1,6.4496040712429465
Demetri Martin: Live (At The Time),7.4,6.792267344180644
4K Fireplace,7.7,7.37351769351342
7 Years,6.7,6.14606438118589
Talvar,8.1,6.407659064879757
Brothers,6.4,6.308548232000823
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.4,7.047358170904776
Pyaar Ka Punchnama 2,7.3,6.5535543477975455
Much Loved,6.2,6.394958100060738
A Second Chance,8.6,6.908420484490124
Rebirth,4.9,5.949028333288294
Lang Tong,4.8,5.74327259389
Manson Family Vacation,5.8,6.062913666052559
Gridlocked,5.8,6.015405937227248
Jimmy Carr: Funny Business,7.2,5.8748411826069855
Aziz Ansari: Live at Madison Square Garden,6.6,5.815379258166454
The Next Skin,6.2,6.103427438356998
Chris Tucker: Live,6.3,7.013940096366415
"Dana Carvey: Straight White Male, 60",6.5,5.8820165205076105
Justin Timberlake + The Tennessee Kids,7.6,6.9491880217423265
Russell Peters: Almost Famous,6.6,5.9408620729462625
Colin Quinn: Unconstitutional,7.1,5.8208172801556115
Jim Jefferies: Freedumb,7.7,7.030730192567182
Asperger's Are Us,6.6,7.114616064030029
Tony Robbins: I Am Not Your Guru,6.6,7.173748217452176
Hunterrr,7.0,6.395682033973491
Belgica,6.7,6.494520313765267
Kapoor & Sons,7.7,6.145684907495311
Udta Punjab,7.7,6.587758964408204
Tamasha,7.3,6.262606800216543
Breaking the Bank,4.8,6.150949584784987
All About Asado,6.5,6.957138020997226
Chronically Metropolitan,4.9,6.281133594409637
Fate/Grand Order: First Order,5.7,6.416148648118789
Hannibal Buress: Comedy Camisado,6.6,5.9636815956552605
Anjelah Johnson: Not Fancy,5.7,6.8049956176688
Force 2,6.2,5.770970555717269
Fitoor,5.4,6.288481289819635
Triumph in the Skies,4.3,5.915843967724015
In the Shadow of Iris,6.1,6.122393797182548
Mucize,7.6,7.22053853941631
The Ivory Game,7.9,7.093916655182608
Our Lovers,6.7,5.813031348180643
Beauty and the Bestie,4.6,6.228479549150163
Tom Segura: Mostly Stories,7.5,6.872470047500398
Dhanak,7.9,6.430868701672249
Jonah,5.4,5.4504723101277905
Chocolate City: Vegas Strip,3.7,6.403109336006626
I'll Sleep When I'm Dead,6.6,6.963098290043419
Project Marathwada,6.5,6.453572903516996
ABCD 2,5.4,6.673408635870499
Ali Baba and the 7 Dwarfs,5.6,6.277515967894352
Te3n,7.3,6.535029131306347
"Chatô, The King of Brazil",5.4,6.656303103229611
The Guardian Brothers,5.4,6.586961018404236
Budhia Singh: Born to Run,7.6,6.470781502372945
Mercy,4.1,6.072589156168791
City of Joy,7.5,7.091943052952355
XOXO,5.3,6.342867183499752
Layla M.,6.6,6.316341784796869
Jessica Darling's It List,5.4,5.654595769630688
Garfunkel and Oates: Trying to be Special,7.3,5.811989461313044
Slam,6.1,5.959221716364416
The Blind Christ,5.8,6.441135687066449
Shaandaar,3.6,6.4216385794781905
Rainbow Time,5.9,6.2300717247850335
The Flower of Aleppo,5.4,6.3446493094182115
The Worthy,5.1,5.077833995776189
You Are My Sunday,7.7,6.513387104009975
Black,4.3,5.818099315958058
The Lion Woman,6.6,6.561735391214821
7:19,5.8,6.432503451226149
Schubert in Love,5.0,5.982931036257904
Frank and Cindy,6.1,6.3510543055858
Dharam Sankat Mein,6.3,6.120967354731366
Puerto Ricans in Paris,5.3,6.0344994586305125
Love O2O,6.4,5.964872198470734
Fifty,6.0,5.843729820141859
"Liar, Liar, Vampire",5.7,5.613729531836549
Patton Oswalt: Talking for Clapping,6.7,6.817512924145773
Selfie 69,6.1,5.538754992450727
Ricardo O'Farrill: Abrazo Genial,5.5,6.065085083241231
My Mother's Wound,7.3,6.578313373606621
Iliza Shlesinger: Confirmed Kills,6.6,5.9650730739045965
Umrika,6.6,6.349117952836646
Journey to Greenland,6.3,6.256430750762075
Michael Che Matters,7.2,5.857870584811929
'76,5.6,6.263700802529975
Halal Love,6.3,5.933809037495076
100 Meters,7.5,6.355055655702341
Brent Morin: I'm Brent Morin,6.5,5.8929671522188025
Joe Rogan: Triggered,7.4,6.811522390146035
Kyaa Kool Hain Hum 3,1.9,6.285172609343342
Olmo and the Seagull,7.2,6.531781282845353
The Beginning of Life,7.5,6.752275443850262
Offline: Are You Ready for the Next Level?,5.0,5.701509411176725
Phantom,5.9,5.636514748039663
MindGamers,3.6,5.319156088506061
David Cross: Making America Great Again,6.5,5.934444594692759
Jeff Dunham: Unhinged in Hollywood,6.7,5.783262929804433
Barcelona: A Love Untold,6.6,6.256696249384788
Sofía Niño de Rivera: Exposed,7.3,5.984825812284747
The Doll,5.2,5.49557870763895
U Turn,7.5,5.964442782521638
I Love You,4.7,5.9551051402519315
Very Big Shot,6.9,6.043385874584379
The Heirs,5.7,6.182952513119625
Barakah Meets Barakah,6.3,5.662352466166481
Pettson and Findus: The Best Christmas Ever,5.5,6.445795765114758
Iliza Shlesinger: Freezing Hot,6.8,6.827314691141765
Katti Batti,4.6,6.290228928281992
Mike Epps: Don't Take It Personal,4.4,5.850052211382677
Ghost Patrol,5.1,6.087141981079794
Bangistan,4.5,6.692299225971273
Ludo,2.8,5.429639626496196
Born in Syria,7.7,6.91378079569718
Theo Von: No Offense,5.6,6.800716717598952
Ricardo O'Farrill: abrazo navideño,5.7,5.663993793173298
"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",6.5,5.952865155105738
#Rucker50,5.2,6.7768095177539385
The Breakup Playlist,6.5,6.147245280311309
S Storm,5.1,5.939674633881562
HiGH&LOW: The Red Rain,6.1,6.1622268219132
The Massively Mixed-Up Middle School Mystery,7.3,5.4773098944870116
Those who fear are dead,3.6,6.4885706691888005
Poshter Girl,6.6,6.410454052499721
3000 Nights,7.0,6.427252941224558
Wazir,7.2,6.026356989451066
Motu Patlu: King Of Kings,6.5,6.739494065444603
The Love Affair,6.3,6.231506070745788
Everyday I Love You,7.0,6.225539620829766
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,5.9,5.947490573057899
The CEO,5.6,6.2781624953009665
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,5.980414656918923
Reggie Watts: Spatial,6.0,5.82690534866518
Aerials,1.5,5.874041753665794
Chhota Bheem in African Safari,6.5,6.685488999178059
Meet The in-Laws,6.0,5.9159818709040435
Chris D'Elia: Incorrigible,6.4,6.970981138559288
Ordinary People,7.3,6.413013307677403
Couple Of Days,6.4,6.423945506451917
Kara Bela,6.7,6.1972368667444115
Vince & Kath & James,6.8,5.913657836025105
Carlos Ballarta: el amor es de putos,7.0,5.899160402425629
Sen Benim HerŞeyimsin,6.2,6.1802695616112135
Saawan,7.3,6.088278371244641
A Chaster Marriage,5.4,5.479961904853165
Misunderstanding,4.3,5.619861646854674
Eddie: Strongman,7.4,6.995435253549088
Cedric the Entertainer: Live from the Ville,6.2,5.851832507674195
Wedding Association 2: Circumcision,6.3,6.264126622321817
One in a Billion,6.7,6.81208831437261
Brahman Naman,5.5,6.079547130399378
XV Beyond the Tryline,6.8,7.0147105955269975
Virunga: Gorillas in Peril,6.6,6.611139765874739
Santa Banta Pvt Ltd,2.7,6.190553064100274
Jada,5.4,5.906741617127439
Grandmother's Farm Part 2,5.4,5.294449043194918
Dieter Nuhr: Nuhr in Berlin,4.7,5.824709870120134
Niyazi Gül Dörtnala,4.5,6.0769640747309985
Sila Samayangalil,5.8,6.37298034556411
Love Is a Story,6.0,5.713086544865009
Husband Factor,6.2,6.19517256849045
Husband Factor: Resurrection,5.3,5.736705076529067
The Super Parental Guardians,4.4,6.17598557623844
Oloibiri,5.1,5.918845110598578
Sam Kinison: The Scream Continues,6.1,6.574722612894636
Gang of the Caribbean,5.1,5.785266670671058
Kiss of Life,5.9,6.0913705919153065
Souk Bazaar,5.2,5.968933951581983
Everything About Her,7.2,6.5408502957567745
Road To High & Low,6.6,6.053303749452884
The Arbitration,5.0,6.369368014100697
The Last Egg,4.8,6.008556803568464
Jandino: Whatever it Takes,4.5,6.0746012796069655
Gbomo Gbomo Express,5.0,6.374444697921454
Janoskians: Untold and Untrue,3.7,6.041283956213288
Crazy Beautiful You,7.0,6.144025428991746
Snervous Tyler Oakley,5.4,7.0318873620262545
Sommore: The Reign Continues,7.0,6.132128583254226
Hajwala: The Missing Engine,2.0,5.947095451907701
Just the Way You Are,6.3,6.078440464095294
Dedemin Fişi,5.5,5.766180832462414
The Unmarried Wife,5.9,6.276257973666787
My Stupid Boss,7.1,6.414998887033764
The Third Party,6.1,5.8488019327430685
Ojukokoro (Greed),6.6,5.959483397661481
Lakeeran,6.3,6.485060698636126
Time Out,6.0,6.877174842897987
Leave No Trace,7.1,6.500687758267049
Blade Runner 2049,8.0,7.367558425765633
12 Strong,6.5,7.102011858658728
It,7.3,6.927614958920969
Wind River,7.7,6.731119274932052
Sorry to Bother You,6.9,6.486375584062822
Dunkirk,7.8,7.8110920495699645
Vice,7.2,7.845264491346888
Phantom Thread,7.4,6.613504312269182
Molly's Game,7.4,7.100002130030624
Den of Thieves,7.0,6.475511481782361
CHiPS,6.0,6.021153775853267
The Ballad of Buster Scruggs,7.3,6.498267229988549
Darkest Hour,7.4,6.995510254678117
Won't You Be My Neighbor?,8.4,7.16342564468268
The Ritual,6.3,5.720342263193309
Okja,7.3,6.4208328544467435
Final Score,5.7,6.015226269775487
Rumble: The Indians Who Rocked the World,7.7,7.0622739259007945
The Nightingale,7.3,6.091203473908006
Forgotten,7.4,5.386609316185939
Backtrace,3.8,5.9430930421408625
Set It Up,6.5,5.992289752322618
Crooked House,6.3,6.417572956168994
The Cloverfield Paradox,5.5,5.590568762699199
What Happened to Monday,6.8,6.1963916530414895
Gerald's Game,6.5,5.9988509611450365
Roma,7.7,6.967258264829911
Adrift,6.6,5.668830117827333
The Beguiled,6.8,7.3384651127733775
Ghostland,6.4,5.724718565651452
The Bad Batch,5.2,5.42970263624178
Tully,7.0,6.526138833429529
The Guernsey Literary & Potato Peel Pie Society,7.3,6.839696861206981
The Foreigner,7.0,6.2052329490162546
"Can't Stop, Won't Stop: A Bad Boy Story",5.3,6.966436105193965
Outlaw King,6.9,7.016621798325981
Destination Wedding,6.0,6.09090058492727
Bird Box,6.6,6.48566684253314
The Babysitter,6.4,5.826295728197551
The Package,5.5,6.2130489903196615
Replicas,5.5,6.112331403997325
Cam,5.9,5.785917308804986
Level 16,6.0,5.941786818081275
Abducted in Plain Sight,6.8,7.101554613967226
The Meyerowitz Stories (New and Selected),6.9,6.56218313589338
I Don't Feel at Home in This World Anymore,6.9,6.14603069089822
Step Sisters,5.4,6.129012092751944
The Shack,6.2,6.729571871968045
Calibre,6.8,6.2455771885792055
Apostle,6.3,6.130459025999859
Beirut,6.4,6.066745863819168
To All the Boys I've Loved Before,7.1,6.333900294615583
Mirai,7.0,6.8471976351337265
Bāhubali 2: The Conclusion,8.2,6.796139799174922
Berlin Syndrome,6.2,5.969826534912036
Icarus,7.9,7.070812034945144
The Kindergarten Teacher,6.7,6.169205026609002
1922,6.2,6.82836541521525
Veronica,6.2,5.894385066023696
Little Italy,5.7,5.890425480299973
Hold the Dark,5.6,5.733041675491817
Mute,5.4,6.296984507683935
The Perfection,6.1,5.734229113234082
Red Joan,6.4,6.234300391316709
Bright,6.3,6.056947286746552
Kodachrome,6.8,6.334656570487724
The Discovery,6.2,5.693824532729391
Extinction,5.8,5.867824629126707
The Book of Henry,6.5,6.332425253683521
Creep 2,6.4,5.677466743044066
Speed Kills,4.2,6.006949079047321
Black Mirror: Bandersnatch,7.1,6.261389283375262
The Night Comes for Us,6.9,5.926557998891951
Cargo,6.3,5.6694371576037526
When We First Met,6.4,5.9280253737364355
Mudbound,7.4,7.026535596587373
Anon,6.1,5.750351665992749
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",7.6,7.058506897555937
A-X-L,5.3,5.513863039759234
Hell Fest,5.5,5.509545547829381
Malevolent,4.8,5.443031886015151
Happy as Lazzaro,7.5,6.623145957807038
Everybody Knows,6.9,6.459624285278869
22 July,6.8,6.813782531587276
Falls Around Her,6.3,6.148424726803085
Sand Castle,6.3,6.506023596106221
Buster's Mal Heart,6.2,6.1867681829630286
On Body and Soul,7.5,6.230471100358492
Ben Is Back,6.7,6.432184298896306
Private Life,7.2,6.6248869605538125
Mirage,7.4,6.159715914092084
Ravenous,5.8,5.3122650466142325
RBG,7.6,6.972020658168728
An Evening with Beverly Luff Linn,5.8,6.239907316150612
Mary Magdalene,5.9,6.908230558084179
Dumplin',6.5,6.588157876001395
Tau,5.8,5.404504919992095
Skins,6.1,6.166375405620146
Duck Butter,5.2,6.004016004111545
The Zookeeper's Wife,7.0,7.26998080391388
"Game Over, Man!",5.4,5.979369650837547
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1,5.9400727979001005
Victoria & Abdul,6.8,6.934618106823426
Hampstead,6.0,6.069535418017663
Hannah Gadsby: Nanette,8.1,6.875523279393775
War Machine,6.0,6.90582395738169
Bad Genius,7.6,6.4785212836750015
The Kissing Booth,5.9,5.994028519069343
The Forgiven,5.9,6.104030067714937
King of Thieves,5.5,6.820740466984594
The Titan,4.8,5.771366100116866
Security,5.7,5.5483494732867795
Mowgli: Legend of the Jungle,6.5,6.389679440391562
A Futile and Stupid Gesture,6.7,6.109359053207776
How It Ends,5.0,5.920143852411488
Death Note,4.5,5.683927267021046
The After Party,5.7,5.575963512490255
Perfect Bid: The Contestant Who Knew Too Much,6.5,7.151601506278057
The Other Side of the Wind,6.7,6.542080714602666
To the Bone,6.8,6.55672628219013
Goon: Last of the Enforcers,5.8,6.202574557848195
We the Animals,6.9,6.421664289989243
Reversing Roe,7.5,7.071691138524044
Beyond Skyline,5.3,5.150971091070285
The Bar,6.3,5.467868203666922
Errementari: The Blacksmith and the Devil,6.4,5.691794595853214
Illang: The Wolf Brigade,5.9,6.050882980889944
Shirkers,7.4,7.038313002280127
A Bad Moms Christmas,5.6,6.289164518178702
Welcome Home,5.2,5.778770382692491
Piercing,5.5,5.423343577599412
The Outsider,6.2,6.1785785644231535
Indian Horse,7.2,6.463513333613099
Andhadhun,8.2,6.6426440024895514
Unicorn Store,5.5,6.372192421791984
My Happy Family,7.4,6.521565830303079
Newness,6.3,6.189541914779947
Monster High: Electrified,5.3,6.3589077891537125
No Escape Room,5.0,5.401555924535701
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,7.9,6.992663752827148
The Week Of,5.2,6.354037638902903
iBoy,6.0,5.430921518745116
May the Devil Take You,5.9,5.627348516303468
The Breaker Upperers,5.9,6.013403495697071
What the Health,7.4,7.116128464512247
The Long Dumb Road,6.1,6.116655600908992
Long Shot,7.4,6.702071164527268
Dude,5.2,6.327371492952495
The Debt Collector,5.8,5.820965855840306
Handsome Devil,7.0,6.302157021308771
Win It All,6.2,6.061975357315349
Tottaa Pataaka Item Maal,7.6,6.459528824854677
Trolls Holiday,6.1,5.7364275992503915
Joan Didion: The Center Will Not Hold,7.4,7.0179324452982845
The Incredible Jessica James,6.5,5.68419870501359
Siberia,4.3,5.637629800053387
The Resistance Banker,6.9,6.782827838351297
